cell_type,sample,rank,gene,degree_centrality_all
Myeloid_cells,WT_DM,16,Hivep2,0.0777988614800759
Myeloid_cells,WT_DM,17,Etv6,0.07590132827324478
Myeloid_cells,WT_DM,18,Thrb,0.07590132827324478
Myeloid_cells,WT_DM,19,Zfp3,0.07400379506641366
Myeloid_cells,WT_DM,20,Mitf,0.07400379506641366
Myeloid_cells,WT_DM,21,Jdp2,0.07020872865275142
Myeloid_cells,WT_DM,22,Egr1,0.0683111954459203
Myeloid_cells,WT_DM,23,Cebpb,0.06641366223908918
Myeloid_cells,WT_DM,24,Klf4,0.06641366223908918
Myeloid_cells,WT_DM,25,Lyl1,0.06451612903225806
Myeloid_cells,WT_DM,26,Rfx3,0.06072106261859583
Myeloid_cells,WT_DM,27,Zbtb14,0.058823529411764705
Myeloid_cells,WT_DM,28,Nr3c2,0.058823529411764705
Myeloid_cells,WT_DM,29,Runx1,0.058823529411764705
Myeloid_cells,WT_DM,30,Ccnt2,0.056925996204933584
Myeloid_cells,WT_DM,31,E2f4,0.05502846299810247
Myeloid_cells,WT_DM,32,Pbx1,0.05313092979127135
Myeloid_cells,WT_DM,33,Npas3,0.051233396584440226
Myeloid_cells,WT_DM,34,Gata3,0.04933586337760911
Myeloid_cells,WT_DM,35,Hinfp,0.04743833017077799
Myeloid_cells,WT_DM,36,Spic,0.04554079696394687
Myeloid_cells,WT_DM,37,Mxi1,0.04364326375711575
Myeloid_cells,WT_DM,38,Foxp1,0.04364326375711575
Myeloid_cells,WT_DM,39,Mbtps2,0.04364326375711575
Myeloid_cells,WT_DM,40,Batf3,0.04174573055028463
Myeloid_cells,WT_DM,41,Esr1,0.03984819734345351
Myeloid_cells,WT_DM,42,Ebf1,0.03415559772296015
Myeloid_cells,WT_DM,43,Trerf1,0.03225806451612903
Myeloid_cells,WT_DM,44,Zeb2,0.03225806451612903
Myeloid_cells,WT_DM,45,Zbtb7c,0.03225806451612903
Myeloid_cells,WT_DM,46,Apobec1,0.03225806451612903
Myeloid_cells,WT_DM,47,Tfec,0.030360531309297913
Myeloid_cells,WT_DM,48,Fmnl2,0.030360531309297913
Myeloid_cells,WT_DM,49,Psd3,0.030360531309297913
Myeloid_cells,WT_DM,50,Dst,0.030360531309297913
