cell_type,sample,rank,gene,degree_centrality_all
Endothelials,KO_DM,39,Foxc1,0.0375234521575985
Endothelials,KO_DM,40,Arntl2,0.03564727954971857
Endothelials,KO_DM,41,Rora,0.03564727954971857
Endothelials,KO_DM,42,Mxi1,0.03564727954971857
Endothelials,KO_DM,43,Ext1,0.03377110694183865
Endothelials,KO_DM,44,Ikzf1,0.03377110694183865
Endothelials,KO_DM,45,Tcf15,0.03377110694183865
Endothelials,KO_DM,46,Lef1,0.03189493433395872
Endothelials,KO_DM,47,Hivep3,0.03189493433395872
Endothelials,KO_DM,48,Bcl11b,0.03189493433395872
Endothelials,KO_DM,49,Tspan5,0.0300187617260788
Endothelials,KO_DM,50,Foxp1,0.0300187617260788
Endothelials,WT_DM,1,Klf12,0.21722846441947566
Endothelials,WT_DM,2,Zeb1,0.15168539325842698
Endothelials,WT_DM,3,Klf2,0.14794007490636704
Endothelials,WT_DM,4,Ebf1,0.1441947565543071
Endothelials,WT_DM,5,Klf8,0.14232209737827714
Endothelials,WT_DM,6,Sin3a,0.1348314606741573
Endothelials,WT_DM,7,Npas3,0.10861423220973783
Endothelials,WT_DM,8,Fli1,0.10674157303370786
Endothelials,WT_DM,9,Pparg,0.10112359550561797
Endothelials,WT_DM,10,Mef2c,0.10112359550561797
Endothelials,WT_DM,11,E2f1,0.09925093632958802
Endothelials,WT_DM,12,Chd2,0.09550561797752809
Endothelials,WT_DM,13,Tbp,0.08239700374531835
Endothelials,WT_DM,14,Elk4,0.07865168539325842
Endothelials,WT_DM,15,Tcf4,0.07677902621722846
Endothelials,WT_DM,16,Xbp1,0.0749063670411985
Endothelials,WT_DM,17,Ar,0.07116104868913857
Endothelials,WT_DM,18,Etv6,0.07116104868913857
Endothelials,WT_DM,19,Nfib,0.07116104868913857
Endothelials,WT_DM,20,Prdm16,0.07116104868913857
Endothelials,WT_DM,21,Maf,0.06928838951310862
Endothelials,WT_DM,22,Foxp4,0.06928838951310862
Endothelials,WT_DM,23,Elf5,0.06928838951310862
Endothelials,WT_DM,24,Foxo4,0.06741573033707865
Endothelials,WT_DM,25,Glis3,0.06367041198501873
Endothelials,WT_DM,26,Lhx6,0.06179775280898876
Endothelials,WT_DM,27,Mypop,0.05805243445692884
Endothelials,WT_DM,28,Stat2,0.052434456928838954
Endothelials,WT_DM,29,Creb5,0.05056179775280899
Endothelials,WT_DM,30,Polr3a,0.04868913857677903
Endothelials,WT_DM,31,Klf15,0.04868913857677903
Endothelials,WT_DM,32,Arntl2,0.04868913857677903
Endothelials,WT_DM,33,Rarb,0.04681647940074907
Endothelials,WT_DM,34,Tmcc3,0.04681647940074907
Endothelials,WT_DM,35,Rorc,0.0449438202247191
Endothelials,WT_DM,36,Mecom,0.0449438202247191
Endothelials,WT_DM,37,Rora,0.0449438202247191
Endothelials,WT_DM,38,Tcf7l1,0.0449438202247191
Endothelials,WT_DM,39,Pbx1,0.04307116104868914
Endothelials,WT_DM,40,Gfod1,0.04119850187265917
Endothelials,WT_DM,41,Foxp1,0.04119850187265917
Endothelials,WT_DM,42,Hivep3,0.03932584269662921
Endothelials,WT_DM,43,Foxn3,0.03932584269662921
Endothelials,WT_DM,44,Hes1,0.03745318352059925
Endothelials,WT_DM,45,Prdm1,0.035580524344569285
Endothelials,WT_DM,46,Tshz2,0.033707865168539325
Endothelials,WT_DM,47,Egr1,0.033707865168539325
Endothelials,WT_DM,48,Bcl11b,0.033707865168539325
Endothelials,WT_DM,49,Batf3,0.033707865168539325
Endothelials,WT_DM,50,Zbtb16,0.033707865168539325
