regulon,Adipocyte,BasalEpi_Acta2+Trp63,Bcells,DCs,Endothelials,Epi_Ctr9+,Epi_Kit+Elf5+,Epi_proliferating,Fibroblasts,Myeloid_cells,Pericytes/SMC,SMC?,Schwann?,Tcells
Ikzf1(+),-1.9209937222514972,-3.579621059187151,0.5344224962166866,-1.3136595751292672,0.9613280716191882,-3.0616909178465463,0.21561687517571548,0.578421191832985,0.23284991585895132,-1.825804969744771,0.14957861036080108,-0.2167317735242341,-0.51858773534186,0.36729399959240744
Jund(+),-5.233441061209899,-8.547908956157883,-3.534729554828725,-1.657505970156722,-2.4935865641704984,-6.782273227369691,-12.204269776591314,-3.600051195517273,-3.297434193894955,-3.134780350012301,-2.2888258543232483,-2.524874069099507,0.44184409622372867,-5.465444258473112
Lef1(+),-3.3326898919238594,-4.988666441996451,-1.1986632200163534,-1.4888003501707288,0.3264481106960495,-3.8891756176126524,-5.609231340576043,0.6399348855255487,-1.4688991261449318,-1.121319482643083,-0.45184289273302664,-0.42771886352913563,-0.7782378985182393,-2.875724436102701
Maf(+),-4.577405717613927,0.32491102365270635,3.1217737851156873,1.3313982158178679,0.9277138712933677,0.33222690009530115,0.8203420429711169,0.31647052645992463,2.8840012737586216,-4.6481740218621495,0.03349970324802852,1.331965647912491,-1.2458550400379462,0.0976193021578336
Mtf2(+),3.3069861252908757,0.22744359788735638,-2.1802632145817578,0.34206499636242105,-1.8507152053086044,0.2544286687586679,-0.4489890829452206,-0.8926439521108974,-0.6648891199583672,-2.364620053731446,-0.1053447535080525,-1.5750606120948343,0.4166582176396375,-4.081388946624395
Nfia(+),13.060037689256317,2.841616168716518,-2.708643506221552,1.2503587438483583,-0.4454549916834091,6.187503348200098,1.922031110504575,0.8581648023532922,2.41788653817774,-2.775997038474089,0.48999444264692155,-0.8095600867158858,1.557119189278127,-2.73693171603627
Nfib(+),4.257173799995622,5.68997294014449,-1.4945879217886309,1.6928078366680992,0.8679225178530434,3.433267210120526,8.409230351277754,-0.47429716513477643,1.290554964915174,-0.29390234525096914,0.02973898693060353,0.808442721633895,0.3676247964786176,-1.8971433629654664
Pgr(+),-0.18420864738393594,0.16141270526566592,0.3068164823537312,1.1680314961848268,0.5039647750595022,-5.9014991008540285,-0.8408479210997855,0.3316359994211263,-2.0406998491969346,2.2921977223499947,-0.6661833702972383,0.4820256217962893,0.2771131966559863,-0.8682591630763425
Pou3f1(+),0.027095932249254866,-2.070391858982232,-0.3310579688592275,-0.14922246867003736,-0.1393096481111923,-0.022288575718795955,-3.394092267879885,1.1760714441304971,0.8565246632573992,-1.6273751144612876,0.16624098611639995,2.0913878177844194,1.7935958090573976,-1.081423742690588
Pparg(+),5.724237743665826,1.4317015749210007,1.8731238711997922,0.17197262541000155,0.43590959904385856,-0.9348807984464121,5.5984203500916,2.8616586722977098,0.5929533186784299,1.7067896656008859,2.14502591121506,1.9865431787538845,1.2183824009559678,3.8149562168348043
Relb(+),-4.002038205724717,-4.740793520541723,-0.3039604372325641,2.070992149832883,-2.9215080541656553,-2.701326253589077,-6.347116254579246,-1.7849199286227402,-4.6733264031367385,-1.868763240549241,-0.5857624924416275,-1.4007798008679342,-1.411970631949415,-2.1157480075081385
Rora(+),2.73855555910697,8.726372581569654,-0.2917533771633631,3.0568922074222247,0.7252653080017387,2.4572419243199706,15.016743740481123,1.070965351028792,0.4351387699489955,-0.5647594097929721,0.12355017300300555,-0.12107157030103696,0.3949954454591347,0.5615754974312306
Rreb1(+),3.4013161935642944,-1.6049332829000855,-0.7289035174294931,0.7171323013907435,-1.5899325750312738,3.4183312481062615,-0.8285026435847649,0.3361655514234246,1.592619107083863,-3.197998903617348,-1.1996360878393857,0.7353994133740247,0.6550915679168281,0.9716102456865648
Runx1(+),1.5815624148621876,6.134735399741356,2.576715434413705,0.27144257335664873,0.2219994273140077,-0.3265269001055578,4.4231664858794355,1.7959428254455478,0.7787043148651926,0.817696508596825,1.5739563403450705,-1.3300275431921345,0.8019791623164045,0.45162076994874334
Six3(+),-1.9589235925802653,-0.6318822810247029,0.6305926220523498,-0.09007010371791332,-0.2659541493740235,-1.6650230910848915,-1.1954246738369128,-1.108638288878297,-1.0534614534202715,-0.12320983707208753,-0.7455830850213429,0.8161169641323617,1.1369466930289145,-2.074461424492026
Sox4(+),-0.2331245912243421,-0.5977082491729178,-2.104216540095158,-0.38359447471915015,0.6546347917538231,-8.020131283102256,3.3361876648703017,0.26573612477237674,1.5677536769785692,1.4981473194342398,0.6685187326217739,-0.1301564782769169,1.0467713911761272,0.24312361550909894
Spi1(+),1.3015941176000672,-0.9262694592579119,1.10878588030159,-0.7919348379545059,1.1616917808647267,-4.070596360380875,-0.25839648256345826,2.2913448665860834,0.7301610678580764,-3.747615833946199,0.7674357046583059,-0.12799637965848815,-2.2650319636622323,3.890588443421387
Stat3(+),-3.6439070531977915,-3.838186472866067,-0.5098475153971646,-0.6724908874398557,-1.761508021986964,-3.8379834979106286,-2.089983999751856,-1.7743023178069837,-2.562060284105081,-1.550438143039418,-2.1753426959983604,-2.838955952677617,-0.373957181736954,0.6932252748920894
Stat5a(+),0.7762490270020264,-5.475721706852629,-1.6550892664074723,0.7837649799334008,-0.5201955452554681,-20.730751743482358,2.9100256059136713,-2.4496142236054457,-0.018240330974040778,-1.1675076642791353,-0.07108548137206055,-1.849726760371278,1.4635728390986984,-3.0653418208527796
Tcf12(+),2.428876420531417,-0.5795366086876719,-2.232459121175713,0.4838650585807572,-0.5505490554575223,3.9274515449030307,-3.711241671113327,0.3869293208148669,1.719846693522791,-2.881286877268282,-0.0035826699566694066,-1.193112701555177,0.29586508124552,-2.366198163337072
Tcf4(+),-7.407384512687622,1.9762633446463276,0.5287698749661752,0.45160506176908044,0.10002578879912602,1.0350480676241751,7.352554917898316,1.0091554851072155,-2.2249698895511716,1.7215746095995703,0.2110172852224239,-1.241849123141743,-1.3978568192174046,-1.6048613633695044
Ube2k(+),6.945421288634132,-2.263148902954707,-3.5910486521691536,1.063861560902206,-1.929705252412467,2.3312908171264355,-6.712947559110097,-1.5041766201929816,-0.8529764327505232,-3.350639799660348,-0.8058858056059802,-2.0372649995230896,0.6982849347789392,-5.407471061171237
Zbtb20(+),4.019049686203313,5.2605041901816945,-2.2397858168780993,1.7869063623591597,-0.9892121428551502,4.08056808739098,3.896299652671725,2.426366092771179,1.3555644353711376,-3.1062698400047672,0.23257457517332686,-0.6859041321853693,1.3082683317380266,-2.05393495968092
